custAge,profession,marital,responded
33,admin.,married,no
42,technician,married,yes
47,technician,married,no
30,blue-collar,single,no
54,blue-collar,married,no
,blue-collar,divorced,no
38,entrepreneur,divorced,no
,blue-collar,single,yes
53,services,married,no
32,admin.,single,no
57,admin.,married,no
48,entrepreneur,married,no
,unemployed,divorced,no
,admin.,married,no
33,admin.,married,no
49,technician,divorced,no
,blue-collar,married,no
60,management,married,no
,blue-collar,divorced,no
38,technician,married,yes
,unemployed,single,no
47,blue-collar,married,no
49,blue-collar,married,no
46,blue-collar,divorced,no
56,blue-collar,married,no
,services,married,no
,admin.,married,no
46,admin.,married,yes
37,admin.,divorced,yes
,admin.,married,no
64,unknown,married,no
,admin.,married,yes
,services,married,no
,admin.,married,yes
31,technician,single,yes
50,admin.,married,no
46,admin.,married,no
39,admin.,married,no
29,blue-collar,single,no
51,services,married,no
80,retired,divorced,no
,self-employed,married,no
30,admin.,divorced,no
43,management,married,yes
32,technician,married,no
48,admin.,single,no
40,technician,single,yes
34,management,married,no
,blue-collar,married,no
61,admin.,married,yes
40,admin.,divorced,no
,management,single,yes
,admin.,married,no
,admin.,married,no
45,blue-collar,divorced,no
,entrepreneur,married,yes
,unemployed,married,no
29,admin.,single,no
60,retired,married,no
,admin.,married,yes
27,technician,single,no
46,management,married,no
33,technician,single,no
38,admin.,married,no
,housemaid,married,no
,admin.,married,no
35,blue-collar,married,no
36,blue-collar,single,no
45,blue-collar,married,no
,management,married,no
28,self-employed,single,yes
35,blue-collar,married,no
41,blue-collar,married,no
,management,divorced,no
55,services,married,no
46,housemaid,married,no
34,blue-collar,married,no
,retired,divorced,no
30,self-employed,single,no
24,services,married,no
52,technician,married,no
53,self-employed,married,no
,technician,single,no
,management,married,yes
,admin.,married,yes
32,services,married,no
42,technician,married,no
37,admin.,married,no
,management,divorced,no
,technician,divorced,no
41,technician,single,no
30,admin.,single,no
45,admin.,married,yes
,services,married,no
28,admin.,married,yes
30,admin.,single,no
55,admin.,divorced,no
60,blue-collar,married,no
,admin.,single,no
30,services,single,no
45,entrepreneur,married,no
28,admin.,single,no
34,admin.,single,yes
30,admin.,single,no
38,admin.,divorced,no
,management,married,yes
,blue-collar,single,no
53,blue-collar,single,no
46,admin.,single,no
,retired,married,no
49,services,divorced,no
52,admin.,married,no
36,admin.,married,no
29,technician,married,no
46,entrepreneur,married,no
33,blue-collar,married,no
45,admin.,married,no
27,technician,single,no
41,entrepreneur,single,no
40,admin.,married,no
,management,married,no
32,admin.,married,no
,technician,married,yes
32,admin.,married,yes
26,services,married,no
30,blue-collar,married,no
32,admin.,single,no
36,management,single,no
66,retired,married,no
24,blue-collar,single,no
,technician,single,no
50,entrepreneur,married,no
52,management,married,no
36,technician,married,no
,blue-collar,married,yes
44,admin.,married,no
35,blue-collar,married,no
31,blue-collar,divorced,no
,services,married,no
55,blue-collar,married,no
,services,married,no
56,retired,married,no
28,student,single,no
,admin.,single,no
37,entrepreneur,divorced,no
56,retired,divorced,no
48,admin.,married,no
48,services,divorced,no
,admin.,married,no
,technician,married,no
41,admin.,married,no
,management,married,no
37,admin.,married,no
45,technician,divorced,no
49,admin.,divorced,no
55,admin.,married,no
,services,single,no
,admin.,married,no
45,admin.,married,yes
41,blue-collar,single,no
35,technician,married,no
53,housemaid,married,no
,technician,married,no
37,admin.,single,no
45,services,married,no
,admin.,married,no
56,technician,married,yes
,technician,single,no
,technician,divorced,no
34,blue-collar,married,no
41,blue-collar,married,no
,admin.,married,no
44,unemployed,married,no
,blue-collar,married,no
36,technician,divorced,no
,admin.,married,no
,admin.,single,no
,services,married,no
,technician,single,yes
,housemaid,divorced,no
,admin.,single,no
29,admin.,married,no
34,services,married,no
,admin.,married,no
42,blue-collar,married,no
,technician,single,yes
,admin.,divorced,no
33,technician,single,no
52,services,married,no
35,unemployed,married,no
38,blue-collar,single,no
,admin.,divorced,yes
24,student,single,no
,technician,married,no
49,admin.,married,yes
32,services,single,yes
30,admin.,single,no
50,management,married,no
47,admin.,married,no
,admin.,married,no
33,admin.,single,yes
48,admin.,single,no
36,technician,single,no
38,student,single,no
34,blue-collar,married,no
,self-employed,divorced,no
35,technician,married,no
58,admin.,married,no
43,management,married,no
34,entrepreneur,married,no
42,self-employed,married,no
,admin.,married,no
30,student,married,yes
26,admin.,single,yes
34,admin.,single,no
32,blue-collar,divorced,no
,technician,single,no
46,services,married,no
28,admin.,single,no
26,admin.,single,no
,technician,married,no
31,technician,single,yes
49,entrepreneur,married,no
58,services,divorced,no
,management,single,no
25,self-employed,single,no
55,admin.,divorced,no
,self-employed,married,yes
35,admin.,single,no
36,management,married,no
29,blue-collar,married,no
40,unemployed,divorced,no
58,retired,divorced,no
41,blue-collar,married,no
58,self-employed,married,no
56,technician,married,no
,services,married,no
26,self-employed,single,yes
30,management,married,no
39,services,divorced,no
42,admin.,married,no
,self-employed,married,no
35,blue-collar,divorced,no
36,technician,married,no
58,blue-collar,divorced,no
,blue-collar,married,yes
24,services,single,no
30,admin.,single,no
,admin.,married,no
27,blue-collar,married,no
31,blue-collar,divorced,no
37,unemployed,married,yes
73,retired,divorced,yes
41,technician,single,no
28,services,married,no
,retired,married,no
33,blue-collar,married,no
44,technician,married,no
,housemaid,married,no
32,admin.,single,no
,retired,married,no
,unemployed,married,no
41,technician,married,no
,blue-collar,married,no
33,technician,married,no
,housemaid,married,no
41,unknown,married,no
36,blue-collar,married,no
30,unemployed,single,yes
,blue-collar,married,no
,entrepreneur,married,no
30,entrepreneur,single,no
40,admin.,divorced,no
30,blue-collar,married,no
43,admin.,married,no
44,blue-collar,married,no
36,management,married,no
29,admin.,single,no
39,blue-collar,divorced,no
42,blue-collar,married,no
31,technician,married,yes
49,admin.,divorced,no
39,management,married,no
,housemaid,divorced,no
38,blue-collar,married,no
,blue-collar,married,yes
51,services,married,no
41,services,divorced,no
48,management,married,no
52,services,divorced,no
57,retired,single,no
37,admin.,married,no
59,management,married,no
41,admin.,married,no
34,technician,divorced,no
71,retired,divorced,no
40,management,married,no
31,blue-collar,married,no
,technician,married,no
29,admin.,single,no
48,blue-collar,married,no
52,entrepreneur,married,no
,entrepreneur,married,no
80,retired,married,yes
33,blue-collar,married,yes
,admin.,single,no
32,technician,single,no
71,retired,married,no
33,technician,married,no
,technician,married,no
56,retired,married,no
35,admin.,married,no
,blue-collar,married,no
33,self-employed,married,no
,admin.,single,no
36,admin.,single,no
58,retired,married,no
59,admin.,married,no
46,admin.,divorced,no
,entrepreneur,married,yes
59,unknown,married,no
,management,married,no
38,blue-collar,divorced,no
37,admin.,married,no
33,admin.,single,no
32,admin.,single,yes
43,services,divorced,no
,technician,single,no
32,admin.,single,no
45,services,single,no
,blue-collar,married,no
28,self-employed,single,yes
51,entrepreneur,single,no
33,services,married,yes
,retired,married,yes
28,entrepreneur,married,no
37,technician,married,no
64,admin.,married,yes
50,self-employed,married,no
54,management,divorced,no
40,blue-collar,married,no
41,unemployed,single,no
28,technician,single,yes
,blue-collar,married,no
29,admin.,single,no
57,unknown,married,no
,blue-collar,married,no
35,admin.,single,no
50,management,married,no
26,admin.,single,no
47,blue-collar,married,no
28,admin.,married,no
,admin.,single,no
35,admin.,single,no
,admin.,single,no
42,services,married,no
,services,married,no
19,student,single,yes
49,technician,married,no
,retired,married,no
,admin.,married,no
32,technician,single,no
39,admin.,married,no
42,blue-collar,married,no
50,technician,single,no
35,management,married,no
28,services,married,no
32,blue-collar,single,no
,entrepreneur,married,yes
36,blue-collar,single,no
37,admin.,married,no
,services,divorced,no
48,blue-collar,married,no
55,housemaid,married,no
,retired,divorced,no
53,management,married,no
,admin.,married,no
38,management,married,yes
22,blue-collar,single,no
31,admin.,married,no
57,admin.,married,no
,blue-collar,single,no
,blue-collar,married,no
47,entrepreneur,married,no
,services,divorced,no
26,self-employed,married,no
,blue-collar,single,no
,technician,married,no
26,blue-collar,married,yes
,technician,married,no
38,blue-collar,married,no
43,admin.,married,no
45,technician,single,no
42,services,married,no
42,admin.,married,no
35,technician,married,no
32,management,married,no
51,blue-collar,married,no
46,self-employed,married,no
59,admin.,married,no
38,admin.,divorced,no
33,management,married,no
31,admin.,single,no
,admin.,divorced,no
30,admin.,single,no
36,technician,divorced,no
,admin.,married,no
49,admin.,single,no
,services,married,no
51,blue-collar,married,no
,entrepreneur,married,no
,admin.,divorced,no
,management,married,no
30,blue-collar,single,no
26,student,single,no
55,admin.,divorced,no
,entrepreneur,divorced,no
31,blue-collar,married,no
29,blue-collar,married,no
29,admin.,single,no
48,admin.,married,no
,technician,married,no
32,admin.,single,no
,services,married,no
40,housemaid,divorced,no
,admin.,married,no
36,admin.,single,no
,blue-collar,married,no
31,admin.,single,no
58,entrepreneur,married,no
,technician,married,no
33,admin.,married,no
54,self-employed,married,no
33,admin.,single,no
32,admin.,married,no
29,admin.,single,no
53,technician,married,no
,blue-collar,single,no
40,unemployed,married,no
,technician,single,no
59,retired,married,no
,admin.,married,no
30,technician,single,no
32,admin.,divorced,no
33,management,married,no
34,blue-collar,married,no
46,technician,divorced,no
,technician,married,no
46,blue-collar,single,no
55,technician,married,no
41,admin.,married,no
41,technician,married,no
24,blue-collar,single,no
40,management,married,no
,retired,married,yes
51,admin.,married,no
35,blue-collar,married,no
57,retired,married,no
47,technician,divorced,no
36,technician,married,no
35,entrepreneur,divorced,yes
29,technician,single,no
26,admin.,single,yes
